User Photo,User Name,Rank,Time,text,sentiment
https://lh3.googleusercontent.com/a-/ALV-UjWtZwMD_2h6mPT4x0Kng9ks-mB7UUQX-vKk3c_sGM8BBsw-fnI=w36-h36-p-rp-mo-ba3-br100,Chad Nuttasophon,Local Guide · 11 reviews · 8 photos,9 years ago,"Great burger and fries !!! Meaty and juicy :) many options of sodas to choose from ! But the food are little slow tho, the staffs are super friendly :)",4
https://lh3.googleusercontent.com/a/ACg8ocINXNA12_zZY2VTftobG_kQ8UVYA7xpSxWXING5lWiNEyNj=w36-h36-p-rp-mo-ba5-br100,Bernie Sanchez,Local Guide · 192 reviews · 9 photos,2 years ago,I really enjoyed the burger and fries i had. Was really good. Service was friendly.,4
https://lh3.googleusercontent.com/a-/ALV-UjVlkPMEv-Ku5MZtIsps5OYc5Md1UI4fhEUfaVTuUoqc6FOoZiht=w36-h36-p-rp-mo-ba4-br100,Kareema Hunter,Local Guide · 141 reviews · 134 photos,a year ago,"Pretty busy on a weekend, but good food and great portions.",4
https://lh3.googleusercontent.com/a-/ALV-UjVCZLWOo0ZtS_cbdPWtgc-NYy2-U_UNet3SseC3V9Oi83OvGqL4=w36-h36-p-rp-mo-ba5-br100,Harrison Hillier,Local Guide · 234 reviews · 493 photos,6 years ago,"It's a standard five guys, big burgers and heaps of fires for a reasonable price. Ate here before tree lighting This year, it gave me the strength to deal with the a-holes on line.",4
https://lh3.googleusercontent.com/a-/ALV-UjU2y0_N1D7Qua19gVout0o4gnfq2fkCXZ4rpO24b3TRPXiKOh2N=w36-h36-p-rp-mo-ba3-br100,Sergei Mellow,Local Guide · 32 reviews · 104 photos,5 years ago,"Recommend getting a double cheeseburger with bacon. Watched a documentary on this chain, it's actually seems like healthier option than some of the alternatives when you look at their ingredients.",4
https://lh3.googleusercontent.com/a/ACg8ocKWreLYU9P7lbGfkLParh_R6i8ACilgLDs-4JJq39s10HtDew=w36-h36-p-rp-mo-ba4-br100,Chris S,Local Guide · 102 reviews,2 years ago,"They have a great burger, for a fast food/quick order type place.",5
https://lh3.googleusercontent.com/a-/ALV-UjXZbeIpdqLuPxBUnDr99bcAEWz-BPbOcF12CaOc-2VB32pYkfM50A=w36-h36-p-rp-mo-ba4-br100,Shakima Williams-Jones,Local Guide · 93 reviews,6 years ago,The crew here is awesome. I frequent this location and many of them know me by face. They are friendly and the food is always great.,5
https://lh3.googleusercontent.com/a/ACg8ocKNu58W4f8__X-fBlgdWL28XF2IKY5X-FBqd6CUS_OanNhUTA=w36-h36-p-rp-mo-br100,Robert Olsson,15 reviews,5 months ago,"Best burgers, that's it.",5
https://lh3.googleusercontent.com/a-/ALV-UjUpO3LA65NXjMNb1Y3znXxPMJAm8tM_LGjA3klKSw-TlwAc_zg=w36-h36-p-rp-mo-ba4-br100,PR TechGuy,Local Guide · 176 reviews · 24 photos,5 years ago,"Good 5 Guys. As it should be. Good burgers, fries, and staff. Recommended... Nothing to see here except an awesome 5 Guys experience.",4
https://lh3.googleusercontent.com/a-/ALV-UjW1VWf3kVcAYOKDfX91mZaTW_vJgW8iwkIMBd6sumOU6uNwJSFLiA=w36-h36-p-rp-mo-ba5-br100,Thomas Jamne,Local Guide · 621 reviews · 803 photos,6 years ago,Reallu good burger and fries. Fantastic drink selection. Not a fancy place but good food.,4
https://lh3.googleusercontent.com/a/ACg8ocJOP8OCMWFpsREcLGNFd2HvGMuokbYbZ9JWjALK60DGbMZKGA=w36-h36-p-rp-mo-ba4-br100,Zerrell Stallings,Local Guide · 110 reviews · 6 photos,2 years ago,Good sandwich just messed up the order. Make sure you check you food before you leave.,4
https://lh3.googleusercontent.com/a-/ALV-UjW2_oIZtPKu0UHHYYxahfEFGnyDu9E3fo1QDkeIvtwRDzwmHu5R=w36-h36-p-rp-mo-ba4-br100,Erica Wrage,Local Guide · 152 reviews · 213 photos,4 years ago,"They're always nice, the burgers are always on point and exactly how I ordered it. Great job.",5
https://lh3.googleusercontent.com/a/ACg8ocK1tbZzVOauvsZFduRsk-0wbXB3reiND0W2uvukcnU1u_v_tw=w36-h36-p-rp-mo-ba5-br100,Writabrata Sanyal,Local Guide · 111 reviews · 592 photos,4 years ago,Testy burgers and fries to die for..loved it,5
https://lh3.googleusercontent.com/a-/ALV-UjVOhjsJtFrM3EhB_jebeAQyCFwxvXlLIL5UcrHYB0VBqcnoc61z=w36-h36-p-rp-mo-ba4-br100,Jose Ostaiza,Local Guide · 122 reviews · 476 photos,7 years ago,"It's a nice burger, a wide selection of drinks but you can have a better burger for less price",4
https://lh3.googleusercontent.com/a-/ALV-UjU1lJx6tC-i8sICxmhizyebXxSc4KXhHKcFRX8nuMS1LKPRsus=w36-h36-p-rp-mo-ba5-br100,Ayat Tadjalli,Local Guide · 247 reviews · 732 photos,a year ago,I love their Burgers. This store is a busy store still fast.,5
https://lh3.googleusercontent.com/a/ACg8ocLXMZi_jhY6QrkPw8AVkHxPOHrC3IyHYAtl1WYG57WFNsjqcw=w36-h36-p-rp-mo-ba3-br100,Luke Gratkowski,Local Guide · 21 reviews · 4 photos,6 years ago,Great burgers from a great chain. Fries are good too. Just be prepared to eat a lot of fries.,5
https://lh3.googleusercontent.com/a/ACg8ocK-KhqUCuJXClrlmQ1MDOqh8Z8pP_n_oHYQWUh8enCm7vh_=w36-h36-p-rp-mo-br100,Angelika Avalos,9 reviews,3 years ago,Nice staff they had patience with me. I appreciate them working during this pandemic. The food was great!,4
https://lh3.googleusercontent.com/a-/ALV-UjWDVCjvaie6RRDEotqCQaqCMXqJvRuqY4fhc0Jv6uTfbVNjwIUM=w36-h36-p-rp-mo-ba5-br100,Nick Manjrekar,Local Guide · 143 reviews · 592 photos,6 years ago,Everyone one loves their Burgers but they have the best Fries specially the Cajun Fries.,5
https://lh3.googleusercontent.com/a/ACg8ocJNN1dmXA4oGAUEYlb9dZ0sNkDvx-nxekyKg-iGwt9a4zd1tw=w36-h36-p-rp-mo-ba3-br100,Jan Pieńkowski,Local Guide · 49 reviews · 17 photos,a year ago,"Clean, good service and the food was nice as always at Five Guys.",5
https://lh3.googleusercontent.com/a-/ALV-UjXEkYCjFVVohvc_qcxaB-GXPlpEjISZwEXXE_qCscsxbr6Hg6qFDQ=w36-h36-p-rp-mo-ba5-br100,Elmar Snorrason,Local Guide · 38 reviews · 3 photos,6 months ago,Best burgers worldwide!,5
https://lh3.googleusercontent.com/a/ACg8ocLzgmEWw6E2Ek9OUOizR7ydfi2CSsKJJrtCHhcrl-v6KZu6pg=w36-h36-p-rp-mo-ba6-br100,Ben,"Local Guide · 1,029 reviews · 842 photos",6 years ago,always love to stop by at this place when in manhattan.,5
https://lh3.googleusercontent.com/a/ACg8ocLfyozp24q93CMgMdJBc_-Jqgtk32rcy4b_RZVYgX02Lhuy5g=w36-h36-p-rp-mo-ba2-br100,Indra Gunawan,Local Guide · 20 reviews · 3 photos,4 years ago,"Nice burgers and fries, best to eat it inside so the fries won't get soggy.",4
https://lh3.googleusercontent.com/a/ACg8ocIt_a9vAl-CZaZZM1y92htG2lqPWTxJ-MB6PXLWEYEEAjtgNA=w36-h36-p-rp-mo-br100,Ronen Meital,50 reviews · 114 photos,2 years ago,"Very good, I like the boorger",4
https://lh3.googleusercontent.com/a/ACg8ocIt21-TlbAF9bJT4eKy29uPB0jDs9tgQ3aTELEAhb2gIChxxw=w36-h36-p-rp-mo-ba3-br100,Diego Asunsolo,Local Guide · 47 reviews · 2 photos,4 years ago,Great Five Guys. Crowded and a little messy. French fries according to my friends where not as good as at other 5 guys.,4
https://lh3.googleusercontent.com/a-/ALV-UjWaRoSgVHDXt0cZ-eVo7iYBWQcE_VnvunhZexHaYwh1S8dIlKp8=w36-h36-p-rp-mo-ba3-br100,Miguel Mercado,Local Guide · 22 reviews · 22 photos,5 years ago,"Good burguers and fries, small place. Came in with my son after visiting the Nintendo shop across the street.",4
https://lh3.googleusercontent.com/a-/ALV-UjXuSmYd518QiVV6WeZCLHnrok049bYH3wc0it61wPQJfjUyJ1m4kw=w36-h36-p-rp-mo-ba4-br100,Richard Ely-Harris,Local Guide · 130 reviews · 140 photos,a year ago,Lovely little Five Guys with great service and friendly customers.,5
https://lh3.googleusercontent.com/a/ACg8ocKO6V-QpnQDBd98thPnZeBoRi3WuPNRmeZYSU384KbLDePTKg=w36-h36-p-rp-mo-ba4-br100,Scott Boglione,Local Guide · 63 reviews · 1 photo,5 years ago,"Love their burgers, been to many across the country and they are consistently good",5
https://lh3.googleusercontent.com/a-/ALV-UjVbRdyWyRhiN48VSoBwFnZyWTX_GSjYXutScne3HdNg6Vrb0jCb=w36-h36-p-rp-mo-ba4-br100,Kevin,Local Guide · 58 reviews · 53 photos,2 years ago,"Delicious hamburger's it's enough order the regular fries, order the hamburger with all ingredients",5
https://lh3.googleusercontent.com/a-/ALV-UjVwp_ZG-5iPyU0fRa3vJjc1PyuVWZBK4ALTg021brarqwPk-n-nEA=w36-h36-p-rp-mo-ba3-br100,Dionysios Koutras,Local Guide · 51 reviews · 29 photos,5 years ago,"One of the best burgers in town, just wish they would clean the floor from time to time",5
https://lh3.googleusercontent.com/a-/ALV-UjVN7j74PtGDUvqIu8sbKuO2cl4dD5jGh3hN0BHiWiU_AYbiz_tf=w36-h36-p-rp-mo-ba4-br100,Alejandra Cetrángolo,Local Guide · 130 reviews · 78 photos,5 years ago,One of the best burgers on the go. No line. Get drinks elsewhere.,5
https://lh3.googleusercontent.com/a-/ALV-UjXft_aG4v6O5Vbz8E3fHQPamDwDvbdCfXDQ1fxZV4gQpffdzcg4wg=w36-h36-p-rp-mo-ba3-br100,Daniel James,Local Guide · 24 reviews · 125 photos,6 years ago,Food is excellent! Great service. Can be a little crowded during lunch time.,5
https://lh3.googleusercontent.com/a-/ALV-UjVBB1ZhBlFCtDwKpaRSaErrzTdUwJMeyU8Di_19M3MaxQ5XZuTjXw=w36-h36-p-rp-mo-ba3-br100,Luis Maldonado (Louie the cop),Local Guide · 54 reviews · 47 photos,2 years ago,Great fast service..and our food was soooo fresh. Cudos to this great team.,5
https://lh3.googleusercontent.com/a-/ALV-UjWPdcCgXCp7Wf1gwg1sptO77D0vtZRkpkKfzbdNYN4e36qSXvgWsw=w36-h36-p-rp-mo-ba6-br100,Chris Winger,Local Guide · 830 reviews · 14 photos,4 years ago,Great tasting burgers and the fries cooked in peanut oil and pretty good too.,5
https://lh3.googleusercontent.com/a-/ALV-UjWtN1HouuA6lel37T0l7VmCP1GaDSC3_aB3vO7vQYGA7DEO0m5V=w36-h36-p-rp-mo-ba4-br100,Dragonmilk X,Local Guide · 225 reviews,4 years ago,"Favorite burger place, but this particular location has minimal seating given the space if you're hoping to eat in",4
https://lh3.googleusercontent.com/a-/ALV-UjV2TPyKLJJZ7yFoWJz1RPskgmHce3LR9Adg3TKEYZPVUv-IAA4odA=w36-h36-p-rp-mo-ba2-br100,Quincy Childs,Local Guide · 2 reviews,3 years ago,Good food customer service kinda shady but a great experience never the less.,4
https://lh3.googleusercontent.com/a-/ALV-UjXoDYW5XvTKcRSXBPI1Wp7ZmvcFa_hT4_-EH2aiGWhkl3_eCPVk=w36-h36-p-rp-mo-br100,Roman Patent,47 reviews · 1 photo,9 years ago,"Nice juicy burgers, great fries, plenty of options to choose from. Nice and friendly staff.",5
https://lh3.googleusercontent.com/a/ACg8ocLNy9ZtkNusC39z9wxWacEmJ-E6V93Kb8B21_rVArCMRv2m-A=w36-h36-p-rp-mo-ba4-br100,Danny Bracho,Local Guide · 208 reviews · 6 photos,4 years ago,Good burger better fries kinda expensive but it's NYC kinda of expected,4
https://lh3.googleusercontent.com/a-/ALV-UjX43X2oESg8ADQOFd-zcFL8uWsl34rW8DrRpdzJy46P_Q8sQbs9=w36-h36-p-rp-mo-br100,Miguel Caamano,12 reviews · 1 photo,3 months ago,"Five guys is five guys, consistent",5
https://lh3.googleusercontent.com/a-/ALV-UjVR3gfO2TxVEJxKgdNFsq1CXKAVzENLkAGbFwBGs7I1hsUo7rheiw=w36-h36-p-rp-mo-ba4-br100,jesus galan,Local Guide · 63 reviews · 116 photos,4 years ago,"The best fast food chain in the USA, regarding burgers at least. Just awesome.",5
https://lh3.googleusercontent.com/a/ACg8ocKeK2oUUUIEaWertA5SXSSCgza24bMK5tSGglgl7JbigCIgRg=w36-h36-p-rp-mo-ba2-br100,Mike Bergamini,Local Guide · 8 reviews · 1 photo,6 years ago,One of the best burgers you'll ever have and great fries.,5
https://lh3.googleusercontent.com/a-/ALV-UjVnJjjUTYWWS-5jIql8Qz5BNbi3cKKtLhf3XAQgdD3q4kySOe3t=w36-h36-p-rp-mo-ba5-br100,Elish,Local Guide · 311 reviews · 304 photos,7 years ago,Really love the juicy burger!,5
https://lh3.googleusercontent.com/a-/ALV-UjWvwlzJ1UhynTNpXoGaIFI-0F_oEZ05WUeVpS_p-aTiZ2ke-paz=w36-h36-p-rp-mo-ba6-br100,Bashaier Alallah,"Local Guide · 67 reviews · 2,274 photos",7 years ago,"So tasty burger, fast service, friendly staff it's just the best in town",5
https://lh3.googleusercontent.com/a-/ALV-UjW2ukVKCqK_-icO3zbi3TR5zy8m21lU23muPTw01Td9wHeGmyV_=w36-h36-p-rp-mo-ba4-br100,Cyn S,Local Guide · 139 reviews · 6 photos,7 years ago,Amazing!!!! Service was great & food was even better. Wish they would put paper towels in the bathroom though. Lol,5
https://lh3.googleusercontent.com/a-/ALV-UjVnNVMGmCVqVQyguAZE5l1ioL7HUTqkreEC8aUTdKrNbCqlmjwz=w36-h36-p-rp-mo-ba2-br100,Herbert Shaw,Local Guide · 17 reviews · 3 photos,4 years ago,"Excellent burgers, spectacular fries. Not for anyone with peanut allergies.",5
https://lh3.googleusercontent.com/a-/ALV-UjWt9pweIKFvSpBqCw_tT0iDn2MOv3nH43BfFyvm-a2-qa268oTkSw=w36-h36-p-rp-mo-ba3-br100,Shay Pinhassi,Local Guide · 49 reviews · 129 photos,5 years ago,Always the best burger in the area! Great service as well,5
https://lh3.googleusercontent.com/a-/ALV-UjXeAyDPSjfuiCpG52DiwG2qT98VLMZFSOCD_m15wkgFSiOi_l8=w36-h36-p-rp-mo-ba4-br100,David Amatulli,Local Guide · 92 reviews · 240 photos,7 years ago,"Nice little place to grab a good burger at a good price, especially considering it's location.",4
https://lh3.googleusercontent.com/a/ACg8ocKoo0VpdX3QkZ8N7GSAYcnkJ_lOt-GgUYCX5lTTWYwh1efWFg=w36-h36-p-rp-mo-ba4-br100,Hadar,Local Guide · 65 reviews · 440 photos,6 years ago,It's good. The kind of burger that you regret eating only couple of hours later.,4
https://lh3.googleusercontent.com/a-/ALV-UjXluDIlXRazxvh1JHQMM0JLpOR2qLT76PElhKr9kcUyuinkrWM7=w36-h36-p-rp-mo-ba4-br100,Raymond Francis McAteer,Local Guide · 30 reviews · 666 photos,5 years ago,"Good burgers, good french fries, great price = good place to eat.",4
https://lh3.googleusercontent.com/a-/ALV-UjUkY9J8Df_N2MQAZB5VS0BEVfKkNNATHTu7P_XtmJVLaQhnVb1l=w36-h36-p-rp-mo-ba2-br100,Luingiorno Jasanpahaf,Local Guide · 16 reviews · 20 photos,2 years ago,"The place was super clean late at night. Clean Restrooms, too.  Staff was nice in service.",5
https://lh3.googleusercontent.com/a-/ALV-UjUlcYrryYZUJ2gUOMsVsjSqVwgWsMZDBSWfZD0vzDh4yf1KBqgG=w36-h36-p-rp-mo-br100,Teena Garcia,6 reviews · 1 photo,6 years ago,"Burgers are delicious, fresh and tasty. Love their fries.",5
https://lh3.googleusercontent.com/a/ACg8ocLfNQfWGUmXAg6fnZP72VfzqTtFemWRTVTmYC8X1vtM7XxLIw=w36-h36-p-rp-mo-ba5-br100,Mae Reyes,Local Guide · 149 reviews · 501 photos,2 years ago,"Good for a quick meal, bit oily though. Service was fast.",4
https://lh3.googleusercontent.com/a-/ALV-UjWNBZS06qiFG_Tc-nGXbqDDUDHU-Uf835hvh9RgiH7rsPJ24-I=w36-h36-p-rp-mo-ba6-br100,Robert Petrin,"Local Guide · 765 reviews · 2,112 photos",7 years ago,Very tasty and fresh fast food. The staff was very professional. A must try place.,5
https://lh3.googleusercontent.com/a/ACg8ocLKfba8AKj6xhI32yPQneuOP5g8rovQxt6OhXHleE-E7-aPaRrp=w36-h36-p-rp-mo-ba5-br100,David Kim,"Local Guide · 132 reviews · 1,051 photos",7 years ago,It's 5 guys. You know what to expect if you've been here before. Service was a bit slow and appeared understaffed but they were still nice,4
https://lh3.googleusercontent.com/a/ACg8ocLO4sGoWyvE_hrzsMRuAmzJb6Z1LOCiKX5-4S8Mjx41gfyqVhK3=w36-h36-p-rp-mo-br100,Rik Marquez,5 reviews,4 years ago,Great food.  A bit lengthy of a wait and a crowded and somewhat unorganized pick up process,4
https://lh3.googleusercontent.com/a-/ALV-UjVOCmoWkIjdQzb_aKJHTd1m2DPUKkDQ6B1lQ6Fwl581qu28-EOp8g=w36-h36-p-rp-mo-ba5-br100,Ian Lake,Local Guide · 249 reviews · 146 photos,a year ago,"Service was fast, food was really good. Can't complain about that.",4
https://lh3.googleusercontent.com/a-/ALV-UjUCWbsXsKMUPEc0MAGr92B68TcSw6DUynPY8x86YwZqJwNI3o5l=w36-h36-p-rp-mo-ba8-br100,Jehuda Ish-Shalom,"Local Guide · 925 reviews · 16,092 photos",6 years ago,Great hamburgers but on the expensive side. Good quality and you get peanuts for free.,4
https://lh3.googleusercontent.com/a-/ALV-UjXb6X3k2Ai_5d6HWEuv5tFD4XFPGKg7uLczyMHHUa5TxPzUHbm3=w36-h36-p-rp-mo-br100,Kim Cunningham,15 reviews,8 years ago,5 guys are awesome pretty much wherever you go. Both service and food were great at this location!,5
https://lh3.googleusercontent.com/a/ACg8ocKqtqzKo7WIoJtsE87s24Ghk9QhkE1XjbWX1N12xF0EjcvcwQ=w36-h36-p-rp-mo-ba3-br100,Diana John,Local Guide · 29 reviews,5 years ago,As usual good burgers and even better fries. comfortable,4
https://lh3.googleusercontent.com/a/ACg8ocJ3kgozdhgDxi5cuCV2N1QnTVWI5BRBxsclErcvvLnQWMqfeQ=w36-h36-p-rp-mo-ba4-br100,Janik Schlesinger,Local Guide · 206 reviews · 2 photos,4 years ago,"Great burger, nice service.
Only one restroom a bit of an issue though.",4
https://lh3.googleusercontent.com/a/ACg8ocLBvjGEsjKHWz9WbdN4Wm6UzNAYrPfk6RGtVdcR8FTUzWSTCw=w36-h36-p-rp-mo-ba3-br100,Ethan Chung,Local Guide · 23 reviews,6 years ago,Good food. Fast. Good and quick. Great service. Nice service. Would recommend.,5
https://lh3.googleusercontent.com/a/ACg8ocJJec3BxKbUa7cgirANvHAORkSs19yIjjeyyYWUfHnKt2Mgxw=w36-h36-p-rp-mo-br100,fabrice salvador,8 reviews,11 years ago,"Good burger adapted to the price. A bit heavy, but the products are fresh",4
https://lh3.googleusercontent.com/a/ACg8ocJ5cAHFxPwRUbEYiWm-Os-r9QzIushx-Iyqo1uwQUN4OM8KZw=w36-h36-p-rp-mo-br100,Lila Rose,16 reviews,11 years ago,Have it your way.  One order of fries is enough for two.  We really enjoy it here.,5
https://lh3.googleusercontent.com/a-/ALV-UjWSzYPNmQcMn26YnRnbtGkJSW69pxORA8wPLN6yIpUEQ9VEnUVh=w36-h36-p-rp-mo-ba5-br100,Liam McCann,Local Guide · 97 reviews · 902 photos,6 years ago,"Good old five guys, cam be busy but they serve quickly! Nice amount of seating to.",4
https://lh3.googleusercontent.com/a-/ALV-UjWujZryGRG2rDAdcsTIHCpiTlZRdBR31kv-G2PEtodLzqF6Lr9kiw=w36-h36-p-rp-mo-ba3-br100,Can Erdoğan,Local Guide · 63 reviews · 26 photos,4 years ago,Awesome hamburgers! They are little bit expensive but they do their job really good.,5
https://lh3.googleusercontent.com/a-/ALV-UjUXevj3AisC0kK_TbEktTK0jlLg18cpd4G5EWLFQBf8nwszhHf9lg=w36-h36-p-rp-mo-ba4-br100,José Vera,Local Guide · 57 reviews · 91 photos,6 years ago,Not bad place to eat a good burger before the Radio city Hall show,4
https://lh3.googleusercontent.com/a-/ALV-UjXeH0FHLJSpU3pvfUtxHDfupEC6RKV-5Yf_2LHsbaJFEqkl37uv=w36-h36-p-rp-mo-ba4-br100,Jon Jones,Local Guide · 88 reviews · 387 photos,4 years ago,Love 5 guys burgers a lil pricey but we'll worth it,5
https://lh3.googleusercontent.com/a-/ALV-UjX-LvXQX1oR3fJJz2eVNKHeSBOt5jFIPNwKp2IPqjkKYuHxBtDc=w36-h36-p-rp-mo-ba5-br100,Ignacio Viel,Local Guide · 268 reviews · 407 photos,7 years ago,"Four stars, they deserve - if they hadn't forgotten the meat in the burger!  They gave me a new burger",4
https://lh3.googleusercontent.com/a-/ALV-UjXej06yIqznh6U3AjQi0NEVn1vEpz-aVPalVDqGNv5_aFwbJRt0-g=w36-h36-p-rp-mo-ba4-br100,Orlando Chamorro,Local Guide · 108 reviews · 36 photos,6 years ago,"Very busy, but fast service! Food is delicious along with friendly staff.",4
https://lh3.googleusercontent.com/a-/ALV-UjUDY8sYkSodIDHV159WDag2PBtiG1l2LAjMYF1bD821MLeWzzm3=w36-h36-p-rp-mo-br100,Andrey Blazhevich,15 reviews,5 years ago,A bit pricey for what they suggest. The fries are really good.,4
https://lh3.googleusercontent.com/a/ACg8ocLovgFH4W-PfCJ_fxMHNpEolwDUrc6542uP3zeXFRDBGMBf2rU=w36-h36-p-rp-mo-ba4-br100,Steve S,Local Guide · 101 reviews · 1 photo,6 years ago,Small and pretty crowded but nice staff and the best fast food burgers you can get,4
https://lh3.googleusercontent.com/a-/ALV-UjU2zFd0pH6My5vsO-DsVAnQ1EH7b41C2i8dEviJ51rc5B_pTOju=w36-h36-p-rp-mo-ba5-br100,Qwentin Greer,Local Guide · 254 reviews · 43 photos,4 years ago,"Always love their burgers, fries and fountain drinks.",5
https://lh3.googleusercontent.com/a/ACg8ocLmGF_wI001zbZAo7HbsZyhQisc-6NG5fn5brqcCKjYFeI3xg=w36-h36-p-rp-mo-ba4-br100,PR TechGuy,Local Guide · 89 reviews,6 years ago,"Good Five Guys...  Awesome burger and fries...  Lots of seating, good service...",5
https://lh3.googleusercontent.com/a-/ALV-UjWWH3ICftZH7Rf2f0mn3xh-jXT2Mq7FrCE7poYysqNuq00PwoFa=w36-h36-p-rp-mo-ba4-br100,Nick Chilson,Local Guide · 99 reviews · 178 photos,6 years ago,Solid burgers and great fries. Always go for the cajun fries.,5
https://lh3.googleusercontent.com/a/ACg8ocJXUDT85lgJ4XKOHGaMP8gz_LNEFn5w6a0KOlgqfi_BXJeu7g=w36-h36-p-rp-mo-ba4-br100,Omar Elissa,Local Guide · 122 reviews · 28 photos,4 years ago,Excellent 5Gs burgers at this location. Great staff,5
https://lh3.googleusercontent.com/a-/ALV-UjUo4HwKm5a6VW2qp_uAZjqfsY--lvGKGNqGJ2AfVlqUQP4ExmnG-g=w36-h36-p-rp-mo-ba3-br100,Ran Kuris,Local Guide · 30 reviews · 44 photos,5 years ago,T H E Best hamburger in the US,5
https://lh3.googleusercontent.com/a/ACg8ocLnaHLGWQOMP-7UX2FgDCdYhd6ZFzbbGmveAiq2Ul1eNkJs9w=w36-h36-p-rp-mo-ba4-br100,E. David Carvajal,Local Guide · 146 reviews · 302 photos,5 years ago,Always happy at this place... great burgers and great fries,5
https://lh3.googleusercontent.com/a-/ALV-UjVuh3zg3mk51Zq9MhevCDM0tKjlYKZaCkpkgv4c9pcptIRnL-1_wA=w36-h36-p-rp-mo-ba3-br100,Peter Roome,Local Guide · 30 reviews · 9 photos,4 years ago,Tasty burger. Location is a bit of a hole though. Friendly staff.,4
https://lh3.googleusercontent.com/a-/ALV-UjVRao34vFln5FpQqRUtrV8LUfcWzMahDSxyrg1Uq2lPhSmUReuF=w36-h36-p-rp-mo-br100,USAF CCF,19 reviews,11 years ago,"Five Guys in NYC, great burgers near Rockerfeller Center I will be bcak next time I am in town.",5
https://lh3.googleusercontent.com/a/ACg8ocJXelGiD0hpoyESwmzmltrN2BbAK0mbOxiME1NwLpWG9TcBYQ=w36-h36-p-rp-mo-ba3-br100,Miguel Pizarro,Local Guide · 35 reviews · 8 photos,5 years ago,"Can get busy, but it's worth it.  Great food and quick service",4
https://lh3.googleusercontent.com/a/ACg8ocLcdBMvOVhsMUQNDKV-XzRoS-xvFUUjtEy2mUX0cCzfVFMWiA=w36-h36-p-rp-mo-br100,da ben,210 reviews,2 years ago,Haven't been here in years. Loved the hot dog!,5
https://lh3.googleusercontent.com/a/ACg8ocJ3PskIIJ0U1nKmc9kMZiEMJdVkBflfdDqKkyZzKdUJI0oDmg=w36-h36-p-rp-mo-ba3-br100,Mr Plum,Local Guide · 25 reviews · 5 photos,6 years ago,"Great taste, great service. I popped in for a quick bite to eat on way to Broadway.",5
https://lh3.googleusercontent.com/a-/ALV-UjVCiYYlo4BIZQlQN5TxNLa4MwtlINAe-pY1SNPDYrhaqygXlKao=w36-h36-p-rp-mo-br100,Eduardo Flores,12 reviews · 12 photos,6 years ago,The burgers are delicious,4
https://lh3.googleusercontent.com/a-/ALV-UjXSNO6EhAYCS6hyPLRWTdHurZ5G0l20VhpI1VWyORd3Dniq6Vc23g=w36-h36-p-rp-mo-ba2-br100,Ana Clara Ramos,Local Guide · 27 reviews · 1 photo,4 years ago,The best burguer! However the infrastructure is not that clean,4
https://lh3.googleusercontent.com/a-/ALV-UjUDX2Yok13vHj8wfjqr9DptVen9Y2A8CtiV69KCbDRGOwuApExG=w36-h36-p-rp-mo-ba3-br100,Kassie B. (輝く月光),Local Guide · 29 reviews · 4 photos,7 years ago,Love the burgers and the fries here. They are amazing.,5
https://lh3.googleusercontent.com/a-/ALV-UjXOD72Mo2Cg0MkX4eTYAVupQGs2T4iWEbGCu3gI0RNbWwCoROe0cA=w36-h36-p-rp-mo-ba4-br100,Esp Alejo,Local Guide · 78 reviews · 127 photos,3 years ago,"Delicious burgers and fries, excellent customer service",5
https://lh3.googleusercontent.com/a-/ALV-UjX_pK4HgZ89s5EQmqBrhx3ZztXInfSTtgu6dPec9vnpsKJrNjCu=w36-h36-p-rp-mo-ba4-br100,Carlos Perez,Local Guide · 99 reviews · 112 photos,6 years ago,Awesome burguer and fries best ones I eat at NYC,5
https://lh3.googleusercontent.com/a-/ALV-UjVajbhoKVvr1n0LwIIQvy61M7UfjAiMoDQ3_5kP1mf4JFB3ZVzy=w36-h36-p-rp-mo-br100,Quang Minh Nguyen Hoang,4 reviews,5 years ago,Outstanding burgers! Would definitely return and munch some more :),5
https://lh3.googleusercontent.com/a-/ALV-UjVgygijN7QFp9SjOIdRY_Gi7oM2vqINMc6wu5AafLlS0puh3-OqDA=w36-h36-p-rp-mo-br100,Pamela Saloto,5 reviews · 1 photo,a year ago,Great food and fast service!,5
https://lh3.googleusercontent.com/a-/ALV-UjWYq6mAgGdLWGjPEJdBW2Wqitc4FchLl7_POfN9ma9jyoPp99Kr=w36-h36-p-rp-mo-ba5-br100,Alejandro Galindo,Local Guide · 339 reviews · 476 photos,5 years ago,Simply the best place to have a burger with fries.,5
https://lh3.googleusercontent.com/a-/ALV-UjXm6GDqsE_UJq7n9aJjJspqxwTlZ0azpUmr6hnzg6B1R3yfGba3=w36-h36-p-rp-mo-ba4-br100,Nenad Samardzic,Local Guide · 48 reviews · 106 photos,6 years ago,My favorite burger meal in the city - double bacon cheeseburger with small fries and a handful of peanuts!,5
https://lh3.googleusercontent.com/a/ACg8ocKYHrSeBImu8cUH2PJ6rpbXXg2n3m_xcQZZxUB64LCb_U0j=w36-h36-p-rp-mo-br100,Billy L,5 reviews · 1 photo,4 years ago,Delicious burgers and fries. Very friendly staff.,5
